user_id,group,converted,revenue,metric,genre,device,age_group,region,plan,creative,timestamp
U0002249,control,0,0.0,0.0,Documentary,Mobile,35-44,APAC,Premium,Pre-Roll 15s,2026-03-13 12:01:45.625065
U0004640,control,0,0.0,0.0,Action,Smart TV,45-54,LATAM,Premium,Teaser Clip,2026-03-11 12:43:19.625065
U0009485,variant,0,0.0,0.0,Comedy,Game Console,25-34,APAC,Standard,Pre-Roll 15s,2026-03-11 02:08:33.625065
U0004947,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Standard,Interactive Overlay,2026-03-18 17:54:13.625065
U0009920,variant,0,0.0,0.0,Sci-Fi,Mobile,18-24,North America,Standard,Mid-Roll 30s,2026-03-12 11:05:00.625065
U0001963,control,0,0.0,0.0,Documentary,Mobile,55+,North America,Basic,Carousel,2026-03-07 13:25:19.625065
U0008243,variant,0,0.0,0.0,Documentary,Smart TV,55+,APAC,Premium,Pre-Roll 15s,2026-03-10 13:22:26.625065
U0006590,variant,0,0.0,0.0,Animation,Mobile,45-54,LATAM,Premium,Interactive Overlay,2026-03-19 19:30:59.625065
U0008847,variant,0,0.0,0.0,Sci-Fi,Tablet,25-34,EMEA,Basic,Teaser Clip,2026-03-15 00:29:54.625065
U0000321,control,0,0.0,0.0,Action,Smart TV,18-24,North America,Standard,Teaser Clip,2026-03-12 03:18:43.625065
U0002678,control,0,0.0,0.0,Animation,Tablet,18-24,EMEA,Standard,Carousel,2026-03-19 20:07:29.625065
U0004625,control,0,0.0,0.0,Documentary,Smart TV,45-54,North America,Standard,Hero Banner,2026-03-10 15:07:00.625065
U0004949,control,0,0.0,0.0,Animation,Mobile,18-24,North America,Standard,Hero Banner,2026-03-14 17:55:38.625065
U0008328,variant,0,0.0,0.0,Animation,Smart TV,25-34,EMEA,Basic,Carousel,2026-03-12 01:05:02.625065
U0003337,control,1,29.74,1.0,Drama,Tablet,25-34,APAC,Standard,Interactive Overlay,2026-03-07 03:41:40.625065
U0005589,variant,0,0.0,0.0,Action,Desktop,25-34,EMEA,Basic,Teaser Clip,2026-03-11 15:33:33.625065
U0000251,control,0,0.0,0.0,Documentary,Desktop,18-24,LATAM,Standard,Interactive Overlay,2026-03-09 20:14:09.625065
U0003973,control,0,0.0,0.0,Action,Tablet,45-54,EMEA,Standard,Mid-Roll 30s,2026-03-10 17:45:42.625065
U0006630,variant,0,0.0,0.0,Documentary,Mobile,55+,APAC,Standard,Teaser Clip,2026-03-18 08:59:01.625065
U0005547,variant,0,0.0,0.0,Comedy,Smart TV,55+,EMEA,Standard,Pre-Roll 15s,2026-03-16 14:53:39.625065
U0000035,control,0,0.0,0.0,Drama,Game Console,45-54,North America,Standard,Hero Banner,2026-03-18 18:03:39.625065
U0008362,variant,0,0.0,0.0,Sci-Fi,Tablet,18-24,APAC,Basic,Carousel,2026-03-16 05:27:45.625065
U0001513,control,0,0.0,0.0,Documentary,Mobile,35-44,North America,Standard,Mid-Roll 30s,2026-03-07 01:50:36.625065
U0009317,variant,0,0.0,0.0,Animation,Game Console,45-54,EMEA,Standard,Carousel,2026-03-17 08:01:41.625065
U0000039,control,0,0.0,0.0,Documentary,Tablet,55+,North America,Premium,Interactive Overlay,2026-03-11 18:12:49.625065
U0004819,control,0,0.0,0.0,Animation,Mobile,18-24,EMEA,Basic,Mid-Roll 30s,2026-03-17 06:06:15.625065
U0003465,control,0,0.0,0.0,Animation,Smart TV,25-34,North America,Basic,Teaser Clip,2026-03-16 22:38:15.625065
U0001760,control,0,0.0,0.0,Drama,Smart TV,25-34,EMEA,Standard,Teaser Clip,2026-03-11 02:10:42.625065
U0002304,control,0,0.0,0.0,Comedy,Smart TV,55+,North America,Basic,Interactive Overlay,2026-03-10 08:56:12.625065
U0003723,control,0,0.0,0.0,Animation,Desktop,25-34,North America,Basic,Pre-Roll 15s,2026-03-11 14:08:10.625065
U0008284,variant,0,0.0,0.0,Action,Game Console,18-24,North America,Basic,Carousel,2026-03-18 12:00:11.625065
U0004993,control,0,0.0,0.0,Documentary,Tablet,25-34,EMEA,Standard,Hero Banner,2026-03-17 18:40:21.625065
U0008127,variant,0,0.0,0.0,Action,Smart TV,45-54,APAC,Standard,Pre-Roll 15s,2026-03-07 11:30:23.625065
U0003032,control,0,0.0,0.0,Animation,Desktop,55+,EMEA,Basic,Interactive Overlay,2026-03-11 09:04:17.625065
U0007938,variant,0,0.0,0.0,Documentary,Smart TV,18-24,EMEA,Basic,Mid-Roll 30s,2026-03-09 13:05:11.625065
U0003039,control,0,0.0,0.0,Action,Mobile,25-34,North America,Premium,Interactive Overlay,2026-03-14 16:55:35.625065
U0009655,variant,0,0.0,0.0,Comedy,Smart TV,18-24,APAC,Standard,Teaser Clip,2026-03-12 22:25:03.625065
U0002545,control,0,0.0,0.0,Sci-Fi,Smart TV,18-24,LATAM,Basic,Mid-Roll 30s,2026-03-08 11:25:36.625065
U0002592,control,0,0.0,0.0,Documentary,Smart TV,55+,EMEA,Standard,Hero Banner,2026-03-18 11:24:31.625065
U0001188,control,0,0.0,0.0,Documentary,Mobile,35-44,EMEA,Standard,Carousel,2026-03-12 09:14:29.625065
U0007966,variant,0,0.0,0.0,Documentary,Mobile,25-34,North America,Basic,Hero Banner,2026-03-10 01:08:43.625065
U0006077,variant,0,0.0,0.0,Drama,Smart TV,45-54,North America,Premium,Pre-Roll 15s,2026-03-07 11:03:06.625065
U0000107,control,0,0.0,0.0,Action,Smart TV,45-54,APAC,Premium,Interactive Overlay,2026-03-14 00:17:14.625065
U0001315,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Standard,Hero Banner,2026-03-07 05:23:19.625065
U0008187,variant,0,0.0,0.0,Drama,Mobile,55+,EMEA,Premium,Teaser Clip,2026-03-16 22:26:53.625065
U0002753,control,0,0.0,0.0,Action,Tablet,35-44,North America,Standard,Interactive Overlay,2026-03-07 12:48:52.625065
U0009753,variant,0,0.0,0.0,Action,Mobile,55+,APAC,Standard,Carousel,2026-03-10 09:53:19.625065
U0006231,variant,0,0.0,0.0,Documentary,Smart TV,25-34,North America,Premium,Mid-Roll 30s,2026-03-19 20:06:48.625065
U0002876,control,0,0.0,0.0,Sci-Fi,Smart TV,25-34,EMEA,Premium,Hero Banner,2026-03-17 14:04:33.625065
U0005323,variant,0,0.0,0.0,Documentary,Game Console,55+,APAC,Basic,Pre-Roll 15s,2026-03-06 07:52:03.625065
U0000799,control,0,0.0,0.0,Sci-Fi,Mobile,18-24,APAC,Premium,Teaser Clip,2026-03-13 14:01:04.625065
U0003570,control,0,0.0,0.0,Drama,Desktop,55+,EMEA,Premium,Pre-Roll 15s,2026-03-18 17:03:29.625065
U0002894,control,1,86.94,1.0,Action,Desktop,18-24,EMEA,Premium,Interactive Overlay,2026-03-10 12:01:39.625065
U0002927,control,0,0.0,0.0,Action,Smart TV,45-54,North America,Standard,Pre-Roll 15s,2026-03-11 23:48:22.625065
U0008178,variant,0,0.0,0.0,Action,Smart TV,55+,APAC,Basic,Hero Banner,2026-03-05 23:43:52.625065
U0000971,control,0,0.0,0.0,Sci-Fi,Game Console,25-34,North America,Basic,Interactive Overlay,2026-03-14 08:53:28.625065
U0006687,variant,1,20.04,1.0,Sci-Fi,Smart TV,55+,LATAM,Premium,Carousel,2026-03-19 07:26:35.625065
U0008575,variant,0,0.0,0.0,Action,Desktop,18-24,EMEA,Basic,Carousel,2026-03-11 02:16:38.625065
U0002020,control,0,0.0,0.0,Comedy,Smart TV,25-34,APAC,Standard,Hero Banner,2026-03-08 02:25:03.625065
U0009054,variant,0,0.0,0.0,Action,Mobile,45-54,EMEA,Standard,Pre-Roll 15s,2026-03-15 15:55:08.625065
U0000952,control,0,0.0,0.0,Drama,Desktop,45-54,North America,Standard,Carousel,2026-03-17 12:28:22.625065
U0005359,variant,0,0.0,0.0,Documentary,Desktop,35-44,APAC,Standard,Pre-Roll 15s,2026-03-16 21:54:35.625065
U0003857,control,0,0.0,0.0,Comedy,Tablet,35-44,APAC,Basic,Mid-Roll 30s,2026-03-11 09:05:15.625065
U0005861,variant,0,0.0,0.0,Action,Mobile,18-24,North America,Standard,Interactive Overlay,2026-03-17 11:49:44.625065
U0003145,control,0,0.0,0.0,Drama,Mobile,45-54,North America,Premium,Mid-Roll 30s,2026-03-05 22:00:56.625065
U0003305,control,0,0.0,0.0,Drama,Tablet,25-34,LATAM,Standard,Teaser Clip,2026-03-17 06:04:06.625065
U0003006,control,0,0.0,0.0,Action,Mobile,18-24,North America,Basic,Pre-Roll 15s,2026-03-16 02:43:07.625065
U0009001,variant,0,0.0,0.0,Action,Mobile,45-54,EMEA,Premium,Interactive Overlay,2026-03-14 03:27:38.625065
U0007770,variant,0,0.0,0.0,Documentary,Tablet,45-54,North America,Standard,Mid-Roll 30s,2026-03-09 12:34:58.625065
U0007438,variant,0,0.0,0.0,Animation,Tablet,18-24,EMEA,Basic,Mid-Roll 30s,2026-03-16 00:35:03.625065
U0007942,variant,0,0.0,0.0,Documentary,Mobile,45-54,North America,Premium,Hero Banner,2026-03-10 03:48:34.625065
U0009238,variant,0,0.0,0.0,Sci-Fi,Mobile,45-54,APAC,Standard,Teaser Clip,2026-03-19 05:50:38.625065
U0001056,control,1,22.36,1.0,Comedy,Smart TV,18-24,North America,Standard,Teaser Clip,2026-03-11 23:05:10.625065
U0003154,control,0,0.0,0.0,Drama,Smart TV,55+,North America,Standard,Interactive Overlay,2026-03-09 15:25:39.625065
U0003787,control,0,0.0,0.0,Animation,Mobile,35-44,LATAM,Standard,Pre-Roll 15s,2026-03-08 10:24:13.625065
U0009189,variant,0,0.0,0.0,Documentary,Tablet,45-54,North America,Premium,Carousel,2026-03-09 00:27:28.625065
U0007825,variant,0,0.0,0.0,Documentary,Mobile,35-44,EMEA,Standard,Teaser Clip,2026-03-19 15:30:54.625065
U0007539,variant,0,0.0,0.0,Documentary,Desktop,45-54,APAC,Standard,Mid-Roll 30s,2026-03-11 17:55:09.625065
U0007231,variant,0,0.0,0.0,Sci-Fi,Smart TV,18-24,North America,Premium,Hero Banner,2026-03-08 10:55:00.625065
U0000764,control,1,4.81,1.0,Action,Smart TV,25-34,North America,Basic,Carousel,2026-03-12 07:23:00.625065
U0005019,variant,0,0.0,0.0,Comedy,Mobile,55+,APAC,Premium,Interactive Overlay,2026-03-10 01:53:43.625065
U0004903,control,0,0.0,0.0,Sci-Fi,Tablet,55+,EMEA,Premium,Interactive Overlay,2026-03-06 19:33:28.625065
U0008093,variant,1,33.78,1.0,Action,Tablet,18-24,EMEA,Premium,Pre-Roll 15s,2026-03-07 01:49:47.625065
U0006843,variant,0,0.0,0.0,Documentary,Smart TV,55+,EMEA,Basic,Pre-Roll 15s,2026-03-14 09:13:02.625065
U0002165,control,0,0.0,0.0,Sci-Fi,Mobile,45-54,APAC,Standard,Mid-Roll 30s,2026-03-17 10:14:24.625065
U0001862,control,1,22.99,1.0,Documentary,Desktop,55+,North America,Premium,Interactive Overlay,2026-03-12 17:57:22.625065
U0007850,variant,0,0.0,0.0,Action,Smart TV,35-44,APAC,Premium,Pre-Roll 15s,2026-03-06 06:25:18.625065
U0009123,variant,0,0.0,0.0,Animation,Smart TV,25-34,EMEA,Standard,Interactive Overlay,2026-03-16 08:12:56.625065
U0002340,control,0,0.0,0.0,Drama,Mobile,25-34,North America,Standard,Mid-Roll 30s,2026-03-10 03:11:16.625065
U0005527,variant,0,0.0,0.0,Documentary,Tablet,55+,LATAM,Standard,Hero Banner,2026-03-15 05:18:27.625065
U0006743,variant,0,0.0,0.0,Action,Desktop,45-54,North America,Basic,Interactive Overlay,2026-03-17 18:00:31.625065
U0004003,control,0,0.0,0.0,Drama,Smart TV,55+,APAC,Basic,Carousel,2026-03-15 00:04:10.625065
U0001123,control,0,0.0,0.0,Comedy,Mobile,45-54,North America,Basic,Carousel,2026-03-16 23:29:21.625065
U0008709,variant,0,0.0,0.0,Comedy,Desktop,55+,LATAM,Basic,Carousel,2026-03-10 23:31:02.625065
U0004049,control,0,0.0,0.0,Comedy,Desktop,18-24,APAC,Standard,Pre-Roll 15s,2026-03-19 04:57:49.625065
U0007640,variant,0,0.0,0.0,Comedy,Smart TV,18-24,North America,Standard,Teaser Clip,2026-03-10 09:40:22.625065
U0000765,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Basic,Hero Banner,2026-03-12 18:37:34.625065
U0002344,control,0,0.0,0.0,Action,Game Console,55+,LATAM,Standard,Carousel,2026-03-10 06:06:06.625065
U0004071,control,0,0.0,0.0,Sci-Fi,Game Console,35-44,LATAM,Basic,Mid-Roll 30s,2026-03-09 01:31:51.625065
U0007216,variant,0,0.0,0.0,Animation,Smart TV,45-54,LATAM,Basic,Hero Banner,2026-03-08 07:21:45.625065
U0004216,control,0,0.0,0.0,Animation,Smart TV,18-24,EMEA,Basic,Mid-Roll 30s,2026-03-10 23:22:48.625065
U0007952,variant,1,12.67,1.0,Drama,Mobile,25-34,APAC,Standard,Teaser Clip,2026-03-14 11:06:09.625065
U0005970,variant,0,0.0,0.0,Animation,Mobile,18-24,EMEA,Basic,Pre-Roll 15s,2026-03-18 21:11:20.625065
U0003350,control,0,0.0,0.0,Animation,Smart TV,45-54,EMEA,Standard,Mid-Roll 30s,2026-03-17 20:32:59.625065
U0004695,control,0,0.0,0.0,Documentary,Tablet,18-24,North America,Standard,Teaser Clip,2026-03-12 23:54:22.625065
U0003399,control,0,0.0,0.0,Comedy,Tablet,25-34,EMEA,Basic,Mid-Roll 30s,2026-03-18 15:15:08.625065
U0004081,control,0,0.0,0.0,Comedy,Game Console,18-24,North America,Standard,Hero Banner,2026-03-16 23:27:53.625065
U0009149,variant,0,0.0,0.0,Animation,Mobile,55+,EMEA,Standard,Teaser Clip,2026-03-13 11:15:06.625065
U0001224,control,0,0.0,0.0,Sci-Fi,Tablet,35-44,North America,Premium,Carousel,2026-03-07 19:27:58.625065
U0006292,variant,1,50.11,1.0,Animation,Smart TV,45-54,EMEA,Standard,Interactive Overlay,2026-03-16 22:12:30.625065
U0003122,control,0,0.0,0.0,Documentary,Smart TV,45-54,North America,Basic,Mid-Roll 30s,2026-03-13 14:00:43.625065
U0000510,control,0,0.0,0.0,Comedy,Smart TV,55+,EMEA,Premium,Teaser Clip,2026-03-09 11:04:39.625065
U0005794,variant,0,0.0,0.0,Sci-Fi,Smart TV,18-24,North America,Standard,Mid-Roll 30s,2026-03-08 19:36:32.625065
U0008181,variant,0,0.0,0.0,Animation,Tablet,35-44,North America,Basic,Carousel,2026-03-11 23:03:16.625065
U0009417,variant,0,0.0,0.0,Comedy,Smart TV,35-44,APAC,Premium,Hero Banner,2026-03-09 22:51:27.625065
U0000096,control,0,0.0,0.0,Sci-Fi,Smart TV,35-44,North America,Premium,Mid-Roll 30s,2026-03-15 01:31:25.625065
U0006681,variant,1,27.74,1.0,Action,Mobile,35-44,EMEA,Basic,Pre-Roll 15s,2026-03-09 17:34:47.625065
U0001512,control,0,0.0,0.0,Animation,Mobile,45-54,LATAM,Premium,Mid-Roll 30s,2026-03-14 02:24:39.625065
U0008791,variant,0,0.0,0.0,Comedy,Smart TV,45-54,LATAM,Premium,Interactive Overlay,2026-03-14 07:11:41.625065
U0000119,control,0,0.0,0.0,Sci-Fi,Mobile,55+,North America,Premium,Teaser Clip,2026-03-15 18:58:30.625065
U0007791,variant,0,0.0,0.0,Documentary,Tablet,55+,APAC,Standard,Carousel,2026-03-16 16:29:11.625065
U0006517,variant,0,0.0,0.0,Sci-Fi,Mobile,45-54,EMEA,Standard,Interactive Overlay,2026-03-16 02:47:38.625065
U0000033,control,0,0.0,0.0,Sci-Fi,Smart TV,35-44,APAC,Basic,Interactive Overlay,2026-03-12 18:51:17.625065
U0007887,variant,0,0.0,0.0,Documentary,Mobile,25-34,APAC,Basic,Pre-Roll 15s,2026-03-10 17:14:57.625065
U0006830,variant,0,0.0,0.0,Action,Desktop,18-24,North America,Standard,Carousel,2026-03-13 11:10:34.625065
U0005421,variant,0,0.0,0.0,Comedy,Smart TV,18-24,North America,Premium,Carousel,2026-03-12 19:08:34.625065
U0001068,control,0,0.0,0.0,Sci-Fi,Smart TV,55+,APAC,Standard,Mid-Roll 30s,2026-03-09 15:10:58.625065
U0001347,control,0,0.0,0.0,Animation,Game Console,45-54,North America,Basic,Hero Banner,2026-03-18 09:56:00.625065
U0004747,control,0,0.0,0.0,Animation,Tablet,35-44,EMEA,Basic,Pre-Roll 15s,2026-03-14 01:08:40.625065
U0006005,variant,0,0.0,0.0,Comedy,Tablet,25-34,EMEA,Standard,Interactive Overlay,2026-03-08 06:29:36.625065
U0006039,variant,0,0.0,0.0,Sci-Fi,Desktop,35-44,APAC,Premium,Carousel,2026-03-13 04:14:17.625065
U0003817,control,0,0.0,0.0,Documentary,Smart TV,18-24,APAC,Basic,Interactive Overlay,2026-03-10 16:25:16.625065
U0008446,variant,0,0.0,0.0,Action,Tablet,25-34,EMEA,Standard,Hero Banner,2026-03-18 16:23:44.625065
U0005269,variant,0,0.0,0.0,Comedy,Mobile,35-44,APAC,Standard,Carousel,2026-03-17 21:38:21.625065
U0006897,variant,0,0.0,0.0,Sci-Fi,Smart TV,35-44,APAC,Premium,Carousel,2026-03-08 01:09:37.625065
U0005309,variant,0,0.0,0.0,Animation,Mobile,25-34,EMEA,Standard,Mid-Roll 30s,2026-03-10 23:12:15.625065
U0000031,control,1,19.16,1.0,Documentary,Tablet,18-24,North America,Standard,Pre-Roll 15s,2026-03-12 00:24:56.625065
U0005674,variant,0,0.0,0.0,Comedy,Smart TV,35-44,North America,Standard,Interactive Overlay,2026-03-15 14:47:41.625065
U0004386,control,0,0.0,0.0,Action,Mobile,18-24,APAC,Basic,Mid-Roll 30s,2026-03-16 01:05:08.625065
U0000029,control,0,0.0,0.0,Animation,Smart TV,45-54,North America,Standard,Interactive Overlay,2026-03-08 03:39:02.625065
U0004202,control,0,0.0,0.0,Sci-Fi,Mobile,25-34,North America,Premium,Mid-Roll 30s,2026-03-11 01:41:08.625065
U0007507,variant,0,0.0,0.0,Drama,Smart TV,25-34,EMEA,Standard,Mid-Roll 30s,2026-03-09 08:50:16.625065
U0000735,control,0,0.0,0.0,Animation,Smart TV,35-44,LATAM,Premium,Mid-Roll 30s,2026-03-08 21:38:54.625065
U0002067,control,1,8.18,1.0,Sci-Fi,Desktop,25-34,North America,Basic,Mid-Roll 30s,2026-03-09 07:30:26.625065
U0000106,control,0,0.0,0.0,Sci-Fi,Smart TV,25-34,EMEA,Premium,Pre-Roll 15s,2026-03-19 12:32:57.625065
U0009644,variant,1,30.9,1.0,Action,Desktop,18-24,North America,Basic,Hero Banner,2026-03-08 21:49:32.625065
U0008894,variant,0,0.0,0.0,Comedy,Smart TV,55+,EMEA,Basic,Mid-Roll 30s,2026-03-17 13:09:04.625065
U0008020,variant,0,0.0,0.0,Animation,Mobile,45-54,EMEA,Premium,Mid-Roll 30s,2026-03-17 00:59:33.625065
U0002232,control,0,0.0,0.0,Comedy,Smart TV,18-24,North America,Premium,Interactive Overlay,2026-03-17 08:28:05.625065
U0000993,control,0,0.0,0.0,Documentary,Mobile,55+,EMEA,Basic,Hero Banner,2026-03-16 19:52:01.625065
U0009412,variant,0,0.0,0.0,Animation,Smart TV,25-34,APAC,Standard,Interactive Overlay,2026-03-10 05:08:04.625065
U0007058,variant,0,0.0,0.0,Animation,Smart TV,55+,EMEA,Basic,Hero Banner,2026-03-12 23:14:10.625065
U0006789,variant,0,0.0,0.0,Comedy,Mobile,45-54,EMEA,Basic,Teaser Clip,2026-03-14 18:05:58.625065
U0000360,control,1,71.18,1.0,Action,Mobile,35-44,APAC,Basic,Mid-Roll 30s,2026-03-11 10:27:04.625065
U0000304,control,0,0.0,0.0,Sci-Fi,Desktop,45-54,APAC,Standard,Hero Banner,2026-03-07 02:16:08.625065
U0002627,control,0,0.0,0.0,Documentary,Smart TV,35-44,North America,Premium,Mid-Roll 30s,2026-03-19 15:14:23.625065
U0008965,variant,0,0.0,0.0,Documentary,Desktop,35-44,EMEA,Premium,Carousel,2026-03-18 11:00:52.625065
U0004513,control,0,0.0,0.0,Animation,Mobile,25-34,North America,Standard,Pre-Roll 15s,2026-03-19 07:37:10.625065
U0005910,variant,1,10.81,1.0,Comedy,Mobile,55+,EMEA,Basic,Teaser Clip,2026-03-13 18:11:50.625065
U0008313,variant,0,0.0,0.0,Documentary,Tablet,25-34,North America,Basic,Pre-Roll 15s,2026-03-16 21:04:55.625065
U0003100,control,1,6.52,1.0,Action,Desktop,45-54,North America,Basic,Carousel,2026-03-16 07:51:05.625065
U0005703,variant,0,0.0,0.0,Animation,Smart TV,35-44,APAC,Standard,Interactive Overlay,2026-03-15 07:37:38.625065
U0003898,control,0,0.0,0.0,Comedy,Mobile,25-34,North America,Basic,Interactive Overlay,2026-03-16 16:21:29.625065
U0005440,variant,0,0.0,0.0,Comedy,Mobile,45-54,North America,Premium,Mid-Roll 30s,2026-03-13 10:42:57.625065
U0007930,variant,0,0.0,0.0,Drama,Smart TV,35-44,LATAM,Premium,Hero Banner,2026-03-19 02:04:25.625065
U0000621,control,0,0.0,0.0,Drama,Smart TV,25-34,APAC,Basic,Mid-Roll 30s,2026-03-05 21:39:23.625065
U0007235,variant,0,0.0,0.0,Comedy,Smart TV,18-24,EMEA,Standard,Interactive Overlay,2026-03-18 05:45:49.625065
U0002498,control,0,0.0,0.0,Action,Tablet,18-24,APAC,Basic,Teaser Clip,2026-03-11 01:13:21.625065
U0000713,control,1,26.92,1.0,Animation,Mobile,45-54,EMEA,Basic,Pre-Roll 15s,2026-03-06 00:19:02.625065
U0008403,variant,0,0.0,0.0,Animation,Mobile,45-54,APAC,Standard,Mid-Roll 30s,2026-03-17 11:33:14.625065
U0002855,control,1,78.59,1.0,Comedy,Mobile,25-34,LATAM,Standard,Teaser Clip,2026-03-15 23:17:57.625065
U0004269,control,0,0.0,0.0,Comedy,Mobile,55+,LATAM,Premium,Teaser Clip,2026-03-12 14:22:28.625065
U0002908,control,1,6.07,1.0,Animation,Tablet,45-54,APAC,Basic,Mid-Roll 30s,2026-03-09 14:30:17.625065
U0008080,variant,0,0.0,0.0,Animation,Game Console,45-54,APAC,Basic,Carousel,2026-03-10 19:30:57.625065
U0004516,control,0,0.0,0.0,Drama,Mobile,18-24,North America,Standard,Carousel,2026-03-18 21:36:26.625065
U0001261,control,0,0.0,0.0,Action,Smart TV,18-24,APAC,Premium,Mid-Roll 30s,2026-03-10 07:26:25.625065
U0003160,control,1,51.4,1.0,Sci-Fi,Smart TV,35-44,North America,Standard,Carousel,2026-03-19 13:24:35.625065
U0000970,control,0,0.0,0.0,Documentary,Smart TV,18-24,EMEA,Basic,Mid-Roll 30s,2026-03-14 14:39:37.625065
U0003912,control,0,0.0,0.0,Action,Mobile,55+,North America,Standard,Pre-Roll 15s,2026-03-06 08:05:59.625065
U0005198,variant,0,0.0,0.0,Action,Mobile,45-54,EMEA,Premium,Teaser Clip,2026-03-08 23:47:25.625065
U0008846,variant,0,0.0,0.0,Drama,Smart TV,45-54,EMEA,Basic,Pre-Roll 15s,2026-03-14 14:17:21.625065
U0000259,control,0,0.0,0.0,Documentary,Smart TV,45-54,LATAM,Basic,Mid-Roll 30s,2026-03-18 01:08:36.625065
U0003790,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Standard,Hero Banner,2026-03-10 14:47:40.625065
U0009202,variant,0,0.0,0.0,Documentary,Smart TV,18-24,APAC,Standard,Carousel,2026-03-09 12:51:19.625065
U0000487,control,0,0.0,0.0,Comedy,Tablet,25-34,APAC,Premium,Mid-Roll 30s,2026-03-10 08:19:06.625065
U0007907,variant,0,0.0,0.0,Comedy,Smart TV,55+,APAC,Premium,Mid-Roll 30s,2026-03-15 07:02:36.625065
U0000518,control,0,0.0,0.0,Comedy,Mobile,55+,North America,Standard,Mid-Roll 30s,2026-03-13 09:18:31.625065
U0008342,variant,0,0.0,0.0,Sci-Fi,Mobile,35-44,LATAM,Standard,Interactive Overlay,2026-03-09 07:46:11.625065
U0000311,control,0,0.0,0.0,Documentary,Smart TV,35-44,APAC,Standard,Interactive Overlay,2026-03-14 14:00:12.625065
U0003231,control,0,0.0,0.0,Sci-Fi,Smart TV,25-34,North America,Premium,Hero Banner,2026-03-13 07:20:49.625065
U0007932,variant,0,0.0,0.0,Documentary,Smart TV,18-24,North America,Standard,Interactive Overlay,2026-03-14 20:51:59.625065
U0007457,variant,0,0.0,0.0,Action,Mobile,18-24,North America,Premium,Carousel,2026-03-13 04:35:25.625065
U0009783,variant,0,0.0,0.0,Comedy,Smart TV,55+,North America,Basic,Interactive Overlay,2026-03-08 00:24:00.625065
U0005183,variant,0,0.0,0.0,Comedy,Game Console,18-24,North America,Premium,Mid-Roll 30s,2026-03-17 17:42:33.625065
U0008076,variant,0,0.0,0.0,Documentary,Smart TV,35-44,North America,Premium,Carousel,2026-03-14 04:48:07.625065
